Route,Latitude Debut,Longitude Debut,Latitude Fin,Longitude Fin,route_id
"33.546,-7.639 → 33.571,-7.618",33.54555018322015,-7.639283797050576,33.570722512994294,-7.618140348582532,139
"33.562,-7.647 → 33.569,-7.669",33.5617648719433,-7.647488326947816,33.568919900792785,-7.669169627366986,140
"33.562,-7.647 → 33.554,-7.665",33.5617648719433,-7.647488326947816,33.554217028233325,-7.665145749112807,141
"33.562,-7.647 → 33.569,-7.652",33.5617648719433,-7.647488326947816,33.568542268508416,-7.651791243629023,142
"33.562,-7.647 → 33.558,-7.686",33.5617648719433,-7.647488326947816,33.55780575075923,-7.686021183106305,143
"33.569,-7.669 → 33.562,-7.647",33.568919900792785,-7.669169627366986,33.5617648719433,-7.647488326947816,144
"33.569,-7.669 → 33.554,-7.665",33.568919900792785,-7.669169627366986,33.554217028233325,-7.665145749112807,145
"33.569,-7.669 → 33.569,-7.652",33.568919900792785,-7.669169627366986,33.568542268508416,-7.651791243629023,146
"33.569,-7.669 → 33.558,-7.686",33.568919900792785,-7.669169627366986,33.55780575075923,-7.686021183106305,147
"33.554,-7.665 → 33.562,-7.647",33.554217028233325,-7.665145749112807,33.5617648719433,-7.647488326947816,148
"33.554,-7.665 → 33.569,-7.669",33.554217028233325,-7.665145749112807,33.568919900792785,-7.669169627366986,149
"33.554,-7.665 → 33.569,-7.652",33.554217028233325,-7.665145749112807,33.568542268508416,-7.651791243629023,150
"33.554,-7.665 → 33.558,-7.686",33.554217028233325,-7.665145749112807,33.55780575075923,-7.686021183106305,151
"33.569,-7.652 → 33.562,-7.647",33.568542268508416,-7.651791243629023,33.5617648719433,-7.647488326947816,152
"33.569,-7.652 → 33.569,-7.669",33.568542268508416,-7.651791243629023,33.568919900792785,-7.669169627366986,153
"33.569,-7.652 → 33.554,-7.665",33.568542268508416,-7.651791243629023,33.554217028233325,-7.665145749112807,154
